Valeur debitee;Type;Date
17.60;uepkpzeielvv;03/03/2008
-10.02;uepkpzeielvv;29/07/2008
15.20;zriiulizpvirl;30/04/2004
-15.29;opbivpvirl;28/12/2000
-2.81;opbivpvirl;20/06/2001
2.46;opbivpvirl;24/04/2002
17.63;opbivpvirl;10/04/2002
15.61;opbivpvirl;31/03/2001
16.98;opbivpvirl;13/03/2002
-2.31;opbivpvirl;31/07/2001
-24.32;opbivpvirl;03/02/2003
-22.17;opbivpvirl;30/04/2002
-19.52;opbivpvirl;05/01/2003
-0.60;opbivpvirl;03/11/2002
19.89;uepkpzeielvv;04/05/2006
-7.98;uepkpzeielvv;08/10/2006
13.53;krivirv;11/12/2008
10.78;krivirv;01/03/2010
13.94;pkiielvpvirl;17/12/2001
11.65;pkiielvpvirl;19/06/2009
10.53;uepkpzeielvv;02/06/2008
1.51;pkiielvpvirl;04/12/2010
7.12;uepkpzeielvv;30/03/2008
12.92;uepkpzeielvv;19/05/2006
24.41;krivirv;31/03/2003
1.15;uepkpzeielvv;30/01/2006
19.90;uepkpzeielvv;27/06/2005
-24.44;krivirv;29/11/2002
7.83;pkiielvpvirl;06/05/2002
12.39;uepkpzeielvv;24/03/2005
-4.30;opbivpvirl;26/07/2012
10.01;uepkpzeielvv;29/09/2007
-14.19;zriiulizpvirl;29/08/2003
14.66;uepkpzeielvv;31/01/2007
-20.39;zriiulizpvirl;21/03/2004
-11.12;uepkpzeielvv;21/06/2008
21.35;pkiielvpvirl;03/04/2008
-18.02;uepkpzeielvv;11/11/2009
-14.42;uepkpzeielvv;20/01/2006
22.51;uepkpzeielvv;04/12/2004
1.08;krivirv;27/10/2001
23.76;pkiielvpvirl;10/03/2001
24.70;pkiielvpvirl;25/11/2001
17.47;uepkpzeielvv;19/05/2003
-3.59;krivirv;01/06/2004
-19.06;vplve;05/08/2004
8.86;krivirv;28/03/2004
-9.34;opbivpvirl;18/02/2005
-1.37;opbivpvirl;03/04/2004
-11.35;opbivpvirl;05/02/2006
2.08;krivirv;01/11/2006
4.32;krivirv;03/09/2006
-18.84;krivirv;13/03/2006
1.66;krivirv;14/04/2005
-0.27;krivirv;20/01/2007
-10.45;uepkpzeielvv;24/01/2007
2.47;krivirv;05/11/2007
-21.26;krivirv;21/05/2006
-8.32;krivirv;28/12/2007
-0.17;krivirv;11/11/2007
-19.53;krivirv;03/04/2006
19.07;krivirv;15/10/2005
-22.13;krivirv;29/08/2006
23.03;krivirv;29/01/2008
9.20;uepkpzeielvv;10/10/2006
20.98;uepkpzeielvv;23/08/2007
7.52;krivirv;16/03/2008
24.26;uepkpzeielvv;18/03/2007
5.29;krivirv;11/06/2008
-22.87;krivirv;30/07/2008
-1.79;uepkpzeielvv;27/10/2008
-16.52;krivirv;04/04/2008
20.34;uepkpzeielvv;05/02/2008
-23.37;krivirv;08/03/2009
19.04;krivirv;29/10/2006
23.58;uepkpzeielvv;10/01/2008
-7.67;uepkpzeielvv;27/12/2008
18.49;uepkpzeielvv;30/07/2008
-12.53;krivirv;14/02/2008
7.03;krivirv;10/06/2007
-0.26;krivirv;26/02/2008
-5.95;krivirv;01/08/2009
-2.38;krivirv;23/09/2008
3.57;krivirv;01/09/2007
-11.25;krivirv;27/05/2007
-12.19;pkiielvpvirl;29/11/2008
22.18;krivirv;19/07/2009
-16.59;krivirv;24/07/2007
0.21;krivirv;25/03/2008
-5.67;uepkpzeielvv;07/07/2008
21.54;krivirv;24/08/2009
15.24;krivirv;12/03/2009
19.99;uepkpzeielvv;29/03/2009
24.36;uepkpzeielvv;26/04/2009
-24.19;krivirv;23/07/2009
19.76;pkiielvpvirl;23/11/2008
13.31;krivirv;08/11/2009
22.07;krivirv;11/01/2009
16.10;krivirv;31/01/2010
-21.21;krivirv;30/05/2010
3.73;krivirv;16/05/2008
-7.44;krivirv;01/03/2008
23.31;krivirv;31/07/2010
7.79;krivirv;21/08/2009
10.83;krivirv;29/05/2008
15.97;pkiielvpvirl;30/07/2008
15.02;pkiielvpvirl;27/07/2010
0.60;pkiielvpvirl;06/10/2008
21.88;pkiielvpvirl;30/05/2008
-23.57;pkiielvpvirl;17/08/2009
17.60;krivirv;18/10/2010
-16.90;krivirv;02/06/2009
-2.75;pkiielvpvirl;07/03/2010
16.85;krivirv;30/10/2009
-6.53;krivirv;09/06/2008
-6.36;krivirv;22/04/2009
14.36;krivirv;26/04/2010
-0.49;krivirv;02/03/2010
11.64;krivirv;20/12/2009
12.07;krivirv;03/01/2011
18.88;krivirv;28/03/2011
3.82;krivirv;22/01/2010
23.75;krivirv;27/06/2010
14.99;krivirv;10/05/2010
-17.47;krivirv;16/07/2009
20.47;krivirv;26/12/2010
-4.87;krivirv;02/12/2009
-10.99;krivirv;07/04/2011
6.92;krivirv;24/03/2010
-17.48;krivirv;28/02/2011
-2.01;krivirv;04/10/2010
-5.18;krivirv;18/04/2011
20.66;krivirv;08/01/2010
1.89;krivirv;23/11/2010
-5.28;krivirv;25/06/2011
19.79;krivirv;13/08/2010
2.99;krivirv;07/02/2012
0.48;krivirv;05/03/2012
0.34;krivirv;29/05/2011
-12.72;pkiielvpvirl;17/04/2011
-16.00;krivirv;05/05/2010
-17.27;krivirv;15/12/2010
0.53;krivirv;30/01/2011
-1.37;krivirv;11/06/2011
10.36;krivirv;20/09/2011
-1.74;krivirv;28/12/2011
20.68;pkiielvpvirl;16/02/2011
18.10;pkiielvpvirl;25/02/2010
11.71;krivirv;07/10/2010
-1.80;krivirv;17/04/2010
-16.96;pkiielvpvirl;16/07/2012
18.40;krivirv;27/02/2012
9.24;krivirv;23/11/2010
3.48;krivirv;13/04/2010
22.07;pkiielvpvirl;25/12/2006
-17.66;krivirv;03/02/2008
3.55;uepkpzeielvv;24/03/2011
-3.57;krivirv;31/12/2010
1.91;pkiielvpvirl;10/06/2008
14.70;zriiulizpvirl;10/07/2007
-2.02;pkiielvpvirl;23/03/2005
-9.32;pkiielvpvirl;21/04/2009
-18.84;zriiulizpvirl;24/06/2002
-2.70;krivirv;12/09/2008
20.65;pkiielvpvirl;25/02/2007
7.16;krivirv;30/09/2007
-12.80;pkiielvpvirl;19/04/2011
3.66;uepkpzeielvv;24/08/2005
-16.71;pkiielvpvirl;25/10/2010
0.57;pkiielvpvirl;07/08/2012
9.82;uepkpzeielvv;25/07/2006
15.49;uepkpzeielvv;01/12/2010
12.36;krivirv;10/10/2007
18.90;uepkpzeielvv;19/03/2008
22.82;krivirv;30/01/2005
-23.05;uepkpzeielvv;19/08/2008
-22.06;pkiielvpvirl;04/08/2002
20.66;pkiielvpvirl;09/11/2006
-9.91;pkiielvpvirl;13/12/2008
-23.59;pkiielvpvirl;19/08/2004
-7.68;uepkpzeielvv;06/06/2010
3.01;krivirv;23/01/2011
-3.11;opbivpvirl;31/12/2001
7.60;opbivpvirl;10/12/2002
-13.02;opbivpvirl;04/08/2002
-3.77;opbivpvirl;10/02/2001
5.09;opbivpvirl;10/08/2002
13.75;opbivpvirl;01/11/2001
-23.24;opbivpvirl;03/03/2003
-1.97;opbivpvirl;15/04/2003
-7.52;opbivpvirl;23/07/2001
0.39;opbivpvirl;25/05/2001
-16.01;uepkpzeielvv;30/09/2002
6.77;krivirv;20/09/2004
18.60;krivirv;13/11/2006
-11.72;uepkpzeielvv;26/02/2005
-21.58;krivirv;11/08/2007
-0.88;krivirv;20/11/2007
-0.27;vrpvpik;28/08/2008
-8.90;krivirv;04/08/2010
12.43;uepkpzeielvv;26/01/2011
9.20;puiilivvrpvirl;18/07/2010
9.08;pkiielvpvirl;30/09/2004
9.07;pkiielvpvirl;16/12/2009
1.15;vplve;19/02/2008
-1.04;uepkpzeielvv;05/05/2007
-6.07;pkiielvpvirl;01/01/2010
15.36;uepkpzeielvv;25/09/2010
7.52;uepkpzeielvv;10/12/2010
10.32;uepkpzeielvv;06/04/2007
19.87;uepkpzeielvv;27/11/2002
-15.68;pkiielvpvirl;09/11/2010
-2.00;krivirv;30/11/2001
-7.99;pkiielvpvirl;02/09/2010
17.26;uepkpzeielvv;21/10/2010
14.39;uepkpzeielvv;03/01/2010
-6.22;uepkpzeielvv;18/02/2011
16.90;uepkpzeielvv;25/05/2009
-10.74;zriiulizpvirl;14/02/2009
-8.39;uepkpzeielvv;13/04/2004
2.04;opbivpvirl;02/12/2007
13.87;vrpvpik;24/11/2006
-14.42;puiilivvrpvirl;07/12/2006
6.45;krivirv;16/12/2009
7.66;opbivpvirl;29/03/2011
-17.00;pkiielvpvirl;21/03/2004
17.76;uepkpzeielvv;17/12/2007
23.80;krivirv;21/03/2003
15.97;pkiielvpvirl;09/03/2004
-11.57;uepkpzeielvv;28/04/2005
9.66;uepkpzeielvv;01/06/2006
-1.73;zriiulizpvirl;05/09/2009
18.09;vrpvpik;04/04/2002
-11.45;uepkpzeielvv;31/12/2002
-2.47;uepkpzeielvv;25/04/2009
14.21;krivirv;02/04/2002
17.04;uepkpzeielvv;31/07/2005
0.35;krivirv;14/05/2003
-18.39;uepkpzeielvv;28/09/2009
23.02;krivirv;13/04/2010
-14.89;pkiielvpvirl;10/02/2012
-13.79;krivirv;22/09/2002
-13.90;krivirv;09/02/2007
-9.97;uepkpzeielvv;30/11/2005
1.90;krivirv;22/06/2009
21.10;opbivpvirl;20/05/2011
11.66;pkiielvpvirl;04/11/2001
14.58;krivirv;11/04/2011
-11.85;uepkpzeielvv;04/10/2005
-22.05;uepkpzeielvv;07/06/2005
9.81;uepkpzeielvv;24/01/2008
16.51;krivirv;14/04/2004
-17.54;krivirv;20/12/2005
-8.14;krivirv;24/09/2007
15.09;krivirv;18/03/2002
4.28;uepkpzeielvv;20/02/2005
21.57;zriiulizpvirl;03/04/2005
17.79;uepkpzeielvv;18/03/2007
-22.58;pkiielvpvirl;09/12/2001
-20.28;uepkpzeielvv;15/02/2005
1.54;krivirv;08/09/2007
-16.84;pkiielvpvirl;28/04/2003
-20.96;pkiielvpvirl;07/12/2003
-21.71;krivirv;05/02/2007
-7.46;uepkpzeielvv;28/09/2007
-2.27;uepkpzeielvv;18/12/2007
-12.77;zriiulizpvirl;31/12/2002
9.28;uepkpzeielvv;13/08/2005
-1.04;zriiulizpvirl;03/09/2002
11.11;pkiielvpvirl;22/04/2004
-14.12;zriiulizpvirl;30/12/2007
7.21;uepkpzeielvv;20/12/2008
9.27;uepkpzeielvv;26/12/2005
-19.45;krivirv;08/05/2003
-6.09;uepkpzeielvv;19/01/2004
-15.40;uepkpzeielvv;30/12/2004
1.83;krivirv;10/09/2003
22.96;krivirv;30/05/2008
14.87;krivirv;11/12/2004
7.99;zriiulizpvirl;05/10/2005
-20.12;pkiielvpvirl;29/01/2003
16.75;uepkpzeielvv;25/12/2005
16.21;krivirv;10/10/2006
6.52;uepkpzeielvv;12/01/2010
12.56;opbivpvirl;18/02/2000
-18.78;opbivpvirl;23/12/1999
-21.78;opbivpvirl;14/07/2000
-18.27;opbivpvirl;24/10/2001
22.30;opbivpvirl;30/08/2000
8.02;opbivpvirl;20/05/2000
15.97;opbivpvirl;17/10/2002
8.19;krivirv;05/05/2001
-19.91;zriiulizpvirl;05/03/2012
-10.97;pkiielvpvirl;04/07/2002
-9.45;pkiielvpvirl;31/05/2005
2.55;krivirv;30/04/2010
-18.81;uepkpzeielvv;02/01/2007
14.29;pkiielvpvirl;23/04/2005
-12.36;krivirv;03/11/2000
-13.48;zriiulizpvirl;11/02/2002
-20.71;zriiulizpvirl;16/06/2003
7.60;zriiulizpvirl;11/06/2003
-5.16;zriiulizpvirl;10/09/2003
-1.18;zriiulizpvirl;25/10/2003
-8.94;zriiulizpvirl;04/06/2002
0.01;zriiulizpvirl;22/11/2003
-3.45;zriiulizpvirl;03/05/2002
-3.03;zriiulizpvirl;31/01/2004
-21.11;zriiulizpvirl;09/09/2002
11.23;zriiulizpvirl;17/02/2004
13.70;zriiulizpvirl;20/06/2004
5.73;zriiulizpvirl;10/07/2004
-21.85;zriiulizpvirl;01/01/2002
-16.81;zriiulizpvirl;28/05/2004
-7.69;zriiulizpvirl;03/07/2002
-1.35;zriiulizpvirl;01/11/2003
-14.33;zriiulizpvirl;30/11/2003
21.01;zriiulizpvirl;05/08/2003
16.31;zriiulizpvirl;10/07/2003
-15.47;zriiulizpvirl;09/02/2003
1.23;uepkpzeielvv;29/11/2006
20.75;uepkpzeielvv;29/01/2009
12.07;krivirv;04/10/2005
-15.05;uepkpzeielvv;09/10/2004
11.25;krivirv;26/03/2006
11.17;uepkpzeielvv;11/11/2007
-19.62;krivirv;27/10/2007
5.30;krivirv;03/12/2010
3.41;uepkpzeielvv;03/12/2003
-7.36;uepkpzeielvv;15/12/2005
2.84;uepkpzeielvv;20/05/2007
13.48;pkiielvpvirl;17/03/2003
-3.90;pkiielvpvirl;29/06/2007
4.78;uepkpzeielvv;18/01/2003
22.30;uepkpzeielvv;29/06/2010
-19.66;pkiielvpvirl;15/02/2002
-4.34;uepkpzeielvv;30/12/2006
-1.60;uepkpzeielvv;23/06/2006
-20.86;uepkpzeielvv;31/12/2006
-12.69;krivirv;13/06/2009
7.24;uepkpzeielvv;06/12/2003
18.41;uepkpzeielvv;10/09/2008
2.42;pkiielvpvirl;26/07/2009
-14.18;uepkpzeielvv;20/10/2005
-4.51;zriiulizpvirl;12/07/2006
-6.23;uepkpzeielvv;25/04/2006
4.83;krivirv;04/08/2006
-21.99;pkiielvpvirl;02/11/2004
18.45;pkiielvpvirl;07/07/2003
-2.08;uepkpzeielvv;21/12/2008
14.94;uepkpzeielvv;28/12/2008
15.28;pkiielvpvirl;08/08/2006
-21.45;krivirv;16/10/2008
18.17;krivirv;04/10/2003
1.61;krivirv;02/03/2007
8.84;pkiielvpvirl;23/09/2002
-11.40;uepkpzeielvv;14/08/2005
11.62;uepkpzeielvv;11/10/2006
7.11;zriiulizpvirl;04/01/2006
-21.13;vplve;24/04/2002
3.50;vplve;15/03/2001
3.25;uepkpzeielvv;03/08/2006
-10.95;opbivpvirl;26/06/2004
-11.18;uepkpzeielvv;28/03/2005
-21.39;pkiielvpvirl;09/02/2001
15.05;uepkpzeielvv;10/09/2002
7.97;krivirv;15/02/2007
-11.32;krivirv;17/07/2008
11.26;uepkpzeielvv;13/03/2009
-19.46;pkiielvpvirl;20/12/2011
-16.25;uepkpzeielvv;18/02/2004
-16.75;krivirv;18/01/2006
-13.97;uepkpzeielvv;09/12/2007
9.73;pkiielvpvirl;29/11/2003
9.53;krivirv;22/05/2002
-4.42;vrpvpik;15/01/2011
0.95;uepkpzeielvv;16/02/2005
-18.47;krivirv;12/04/2007
-21.34;uepkpzeielvv;08/02/2012
21.26;uepkpzeielvv;29/03/2004
-19.82;krivirv;10/07/2006
-16.45;krivirv;22/09/2005
16.82;krivirv;30/11/2008
0.80;pkiielvpvirl;26/04/2000
-2.31;uepkpzeielvv;02/12/2005
-2.00;uepkpzeielvv;02/04/2007
13.51;uepkpzeielvv;02/07/2008
-7.38;uepkpzeielvv;06/06/2005
11.11;krivirv;17/02/2001
14.76;uepkpzeielvv;21/05/2005
-0.69;uepkpzeielvv;22/11/2004
8.18;pkiielvpvirl;11/04/2007
5.27;pkiielvpvirl;13/06/2002
-2.31;pkiielvpvirl;04/10/2001
2.42;krivirv;29/06/2010
11.83;krivirv;21/08/2005
17.87;uepkpzeielvv;09/07/2004
15.45;krivirv;16/06/2010
-16.05;uepkpzeielvv;14/03/2009
17.85;krivirv;08/09/2008
-3.28;uepkpzeielvv;27/05/2005
-2.23;uepkpzeielvv;22/09/2004
-8.62;uepkpzeielvv;05/02/2008
-4.08;krivirv;12/08/2004
4.02;uepkpzeielvv;31/01/2006
5.23;uepkpzeielvv;25/01/2005
-21.06;uepkpzeielvv;03/05/2004
5.58;uepkpzeielvv;08/09/2006
-11.87;pkiielvpvirl;30/09/2001
-2.66;pkiielvpvirl;27/12/2002
1.20;pkiielvpvirl;17/11/2010
8.06;uepkpzeielvv;01/09/2004
6.67;vplve;01/10/2003
-8.50;uepkpzeielvv;28/11/2004
14.49;uepkpzeielvv;09/10/2006
-7.00;uepkpzeielvv;09/11/2004
-6.90;uepkpzeielvv;22/10/2006
14.61;zriiulizpvirl;21/04/2010
7.13;opbivpvirl;07/01/2006
-15.91;opbivpvirl;10/11/2005
3.22;uepkpzeielvv;15/07/2003
-4.28;uepkpzeielvv;11/11/2004
-12.76;krivirv;10/04/2009
-4.65;uepkpzeielvv;02/09/2007
5.75;uepkpzeielvv;03/01/2009
15.14;uepkpzeielvv;02/11/2005
15.42;uepkpzeielvv;05/03/2006
-7.18;uepkpzeielvv;09/08/2004
-1.87;uepkpzeielvv;08/06/2008
-20.28;krivirv;27/11/2010
13.49;krivirv;08/08/2009
3.64;pkiielvpvirl;28/06/2010
6.22;uepkpzeielvv;04/03/2008
1.85;krivirv;25/09/2003
10.83;krivirv;09/08/2003
6.87;uepkpzeielvv;22/12/2001
-2.76;uepkpzeielvv;11/11/2003
-16.00;pkiielvpvirl;02/09/2011
-17.95;uepkpzeielvv;17/03/2004
13.51;krivirv;29/03/2008
-11.71;uepkpzeielvv;25/10/2004
15.64;uepkpzeielvv;28/03/2005
11.05;krivirv;30/09/2004
16.50;pkiielvpvirl;30/12/2005
-6.74;krivirv;15/07/2005
16.85;krivirv;17/10/2012
-8.95;uepkpzeielvv;25/12/2005
-5.51;uepkpzeielvv;09/10/2006
5.41;uepkpzeielvv;08/01/2004
8.24;uepkpzeielvv;26/11/2006
-3.97;uepkpzeielvv;21/07/2003
13.54;vrpvpik;21/12/2003
-18.45;uepkpzeielvv;11/01/2006
7.05;pkiielvpvirl;23/01/2005
-17.68;opbivpvirl;07/06/2000
5.71;opbivpvirl;02/08/2002
-1.43;opbivpvirl;17/08/2000
-17.12;opbivpvirl;04/08/2002
4.85;opbivpvirl;15/06/2002
-4.99;opbivpvirl;24/04/2001
-13.02;uepkpzeielvv;27/08/2005
-3.94;uepkpzeielvv;10/10/2006
-17.42;zriiulizpvirl;27/05/2001
-14.62;uepkpzeielvv;15/09/2005
-15.45;uepkpzeielvv;15/12/2004
5.19;uepkpzeielvv;30/01/2006
-18.33;uepkpzeielvv;18/06/2004
-17.53;pkiielvpvirl;27/06/2007
18.43;uepkpzeielvv;25/04/2006
-13.04;uepkpzeielvv;15/05/2004
-16.65;uepkpzeielvv;25/05/2010
16.28;uepkpzeielvv;09/11/2003
14.27;uepkpzeielvv;21/01/2005
-13.22;krivirv;21/07/2007
-12.97;krivirv;18/05/2001
-10.72;krivirv;13/02/2003
-2.51;krivirv;27/09/2001
-18.13;krivirv;13/08/2004
-15.92;krivirv;29/11/2004
-18.52;pkiielvpvirl;08/11/2003
-5.20;pkiielvpvirl;17/11/2004
-6.48;uepkpzeielvv;05/03/2005
12.21;uepkpzeielvv;14/05/2005
-7.36;uepkpzeielvv;25/02/2007
-7.87;uepkpzeielvv;07/11/2005
19.59;krivirv;14/12/2004
-1.31;krivirv;23/06/2005
11.80;krivirv;19/02/2007
-4.84;krivirv;29/12/2006
6.27;pkiielvpvirl;22/12/2006
-15.66;krivirv;01/06/2007
-8.10;krivirv;26/12/2005
6.70;krivirv;22/06/2008
18.49;krivirv;11/02/2006
2.43;krivirv;29/01/2007
-9.03;krivirv;25/08/2007
9.55;krivirv;03/08/2008
11.32;krivirv;25/03/2008
-6.38;krivirv;01/08/2006
7.68;krivirv;15/07/2006
5.17;krivirv;10/04/2007
-10.65;krivirv;01/06/2008
6.39;krivirv;28/10/2008
-11.94;krivirv;14/05/2007
17.01;krivirv;27/02/2007
-12.45;krivirv;11/07/2007
13.18;krivirv;24/02/2009
2.98;krivirv;08/09/2007
-3.96;krivirv;30/08/2009
-5.66;krivirv;10/11/2008
14.80;krivirv;24/09/2007
-18.42;krivirv;18/08/2009
6.40;krivirv;02/06/2008
-1.41;krivirv;14/12/2008
-12.00;pkiielvpvirl;02/04/2008
1.02;pkiielvpvirl;23/06/2009
15.90;pkiielvpvirl;15/07/2010
0.62;krivirv;07/01/2010
16.39;uepkpzeielvv;21/12/2008
9.27;krivirv;17/04/2009
-19.18;krivirv;14/05/2009
13.67;krivirv;26/11/2010
-9.12;uepkpzeielvv;23/09/2011
-13.61;krivirv;19/05/2010
-15.94;krivirv;06/12/2011
-1.05;krivirv;15/09/2010
9.59;krivirv;11/08/2010
-12.33;pkiielvpvirl;28/04/2011
1.19;pkiielvpvirl;03/10/2006
7.58;uepkpzeielvv;27/07/2010
19.88;vplve;09/07/2009
0.56;opbivpvirl;08/11/2006
19.67;uepkpzeielvv;29/06/2010
3.81;uepkpzeielvv;09/11/2005
14.92;uepkpzeielvv;27/07/2008
18.51;vrpvpik;16/10/2004
1.63;vrpvpik;21/06/2005
-9.64;krivirv;23/03/2007
-18.14;krivirv;18/11/2009
2.81;krivirv;05/04/2012
-15.66;uepkpzeielvv;18/07/2011
-2.01;zriiulizpvirl;13/06/2011
-9.47;uepkpzeielvv;07/12/2006
19.64;pkiielvpvirl;13/04/2009
11.95;uepkpzeielvv;19/03/2006
12.95;uepkpzeielvv;20/08/2002
7.26;pkiielvpvirl;15/05/2003
6.27;uepkpzeielvv;23/11/2004
8.64;krivirv;01/07/2002
-12.91;pkiielvpvirl;05/07/2005
-6.25;uepkpzeielvv;07/08/2004
2.83;uepkpzeielvv;25/08/2004
-10.56;uepkpzeielvv;06/05/2005
-5.61;pkiielvpvirl;16/12/2008
-14.65;uepkpzeielvv;04/10/2000
-2.79;krivirv;17/05/2006
-0.63;uepkpzeielvv;26/12/2004
4.29;pkiielvpvirl;23/11/2002
-6.76;pkiielvpvirl;15/10/2007
8.48;pkiielvpvirl;11/12/2006
17.44;uepkpzeielvv;02/11/2004
0.94;vplve;16/08/2009
-2.39;zriiulizpvirl;25/10/2002
-17.54;pkiielvpvirl;28/01/2007
-5.39;vrpvpik;05/05/2008
3.54;pkiielvpvirl;27/11/2001
-7.60;uepkpzeielvv;17/07/2005
-9.98;pkiielvpvirl;08/04/2011
13.12;vrpvpik;17/05/2003
-13.96;pkiielvpvirl;06/03/2005
14.84;krivirv;22/04/2008
16.50;pkiielvpvirl;02/11/2004
-5.48;uepkpzeielvv;13/09/2001
1.87;uepkpzeielvv;06/03/2005
11.79;uepkpzeielvv;13/08/2004
12.14;krivirv;17/08/2007
-18.96;pkiielvpvirl;03/06/2005
6.01;pkiielvpvirl;07/06/2003
-8.59;krivirv;27/04/2007
3.96;pkiielvpvirl;25/08/2003
0.98;uepkpzeielvv;03/12/2004
18.49;pkiielvpvirl;01/12/2002
-9.02;uepkpzeielvv;16/05/2007
0.62;uepkpzeielvv;05/05/2006
1.83;uepkpzeielvv;07/01/2003
-18.10;pkiielvpvirl;16/01/2003
-3.37;uepkpzeielvv;10/01/2004
0.19;uepkpzeielvv;11/06/2006
9.20;uepkpzeielvv;20/10/2006
9.95;uepkpzeielvv;17/09/2004
7.96;uepkpzeielvv;16/05/2001
10.09;krivirv;07/04/2002
-4.45;krivirv;16/12/1999
-12.90;vplve;17/08/2001
-7.17;vplve;03/04/2000
0.52;krivirv;10/09/2002
-8.79;krivirv;21/03/2003
-16.78;uepkpzeielvv;28/09/2005
12.20;uepkpzeielvv;25/11/2006
-13.75;pkiielvpvirl;28/06/2007
-5.84;puiilivvrpvirl;23/07/2010
2.20;zriiulizpvirl;03/11/2000
-0.64;opbivpvirl;08/12/2009
12.21;pkiielvpvirl;22/01/2008
-16.78;uepkpzeielvv;04/12/2005
1.66;uepkpzeielvv;13/04/2007
14.88;uepkpzeielvv;28/09/2004
0.77;uepkpzeielvv;22/07/2003
15.59;krivirv;09/06/2005
-9.85;uepkpzeielvv;08/02/2002
4.26;zriiulizpvirl;02/06/2002
-1.22;pkiielvpvirl;04/06/2003
18.81;uepkpzeielvv;17/11/2001
-4.99;uepkpzeielvv;02/12/2004
-14.88;pkiielvpvirl;02/03/2011
4.38;uepkpzeielvv;10/12/2006
-7.26;pkiielvpvirl;18/04/2006
17.39;uepkpzeielvv;01/01/2004
-3.37;pkiielvpvirl;09/02/2004
12.65;uepkpzeielvv;20/05/2006
-2.98;uepkpzeielvv;02/03/2006
-10.63;uepkpzeielvv;09/07/2006
-3.65;krivirv;04/04/2008
15.56;uepkpzeielvv;25/01/2004
-4.37;uepkpzeielvv;21/04/2007
13.50;krivirv;09/03/2008
1.29;uepkpzeielvv;29/12/2001
1.08;pkiielvpvirl;26/02/2002
14.08;krivirv;18/02/2010
12.49;uepkpzeielvv;04/09/2004
2.70;uepkpzeielvv;23/02/2005
-13.05;pkiielvpvirl;03/09/2005
-14.29;uepkpzeielvv;03/07/2005
9.64;uepkpzeielvv;21/02/2005
-12.33;uepkpzeielvv;30/06/2001
-12.81;pkiielvpvirl;27/04/2002
-16.00;krivirv;18/11/2001
0.95;uepkpzeielvv;26/04/2005
5.04;uepkpzeielvv;11/09/2002
8.32;uepkpzeielvv;20/11/2011
-14.82;zriiulizpvirl;05/12/2002
-17.01;opbivpvirl;13/04/2007
12.20;krivirv;09/10/2012
10.89;uepkpzeielvv;23/04/2000
5.94;uepkpzeielvv;14/12/2003
-9.70;uepkpzeielvv;28/09/2003
14.73;zriiulizpvirl;21/10/2004
-13.07;uepkpzeielvv;05/12/2005
-11.67;uepkpzeielvv;19/08/2009
-1.76;pkiielvpvirl;13/11/2009
5.78;krivirv;11/12/2007
-6.16;uepkpzeielvv;13/12/2009
-8.76;vplve;18/09/2010
11.90;pkiielvpvirl;24/06/2003
-3.11;uepkpzeielvv;14/07/2001
-15.18;zriiulizpvirl;17/01/2010
-7.33;uepkpzeielvv;06/11/2004
0.13;pkiielvpvirl;05/07/2002
-17.65;krivirv;15/01/2007
-14.80;krivirv;03/08/2007
17.13;vplve;09/10/2010
2.07;vplve;01/02/2012
-9.40;pkiielvpvirl;17/10/2005
9.09;uepkpzeielvv;14/04/2002
10.59;uepkpzeielvv;30/12/2003
-9.04;pkiielvpvirl;23/06/2004
12.67;uepkpzeielvv;25/04/2002
5.53;uepkpzeielvv;04/11/2000
3.16;krivirv;05/05/2010
-12.03;uepkpzeielvv;02/05/2004
6.73;pkiielvpvirl;29/03/2001
-17.53;krivirv;22/02/2008
9.60;pkiielvpvirl;16/04/2009
-0.45;uepkpzeielvv;27/10/2003
14.77;pkiielvpvirl;13/08/2010
-5.65;krivirv;23/06/2003
-12.81;krivirv;07/02/2005
16.67;uepkpzeielvv;26/03/2002
-12.37;uepkpzeielvv;04/01/2008
12.40;uepkpzeielvv;09/03/2007
-5.54;pkiielvpvirl;12/05/2001
-9.48;uepkpzeielvv;11/07/2001
-16.00;uepkpzeielvv;31/03/2006
-9.54;opbivpvirl;18/12/2006
-11.71;puiilivvrpvirl;22/08/2010
-4.75;krivirv;27/01/2011
9.42;krivirv;24/10/2003
9.76;pkiielvpvirl;03/01/2010
0.28;zriiulizpvirl;26/06/2009
-5.21;uepkpzeielvv;06/08/2001
14.46;uepkpzeielvv;01/12/2004
-9.18;pkiielvpvirl;05/08/2010
-12.48;pkiielvpvirl;25/07/2004
6.35;uepkpzeielvv;23/07/2005
-12.50;uepkpzeielvv;23/10/2004
9.37;pkiielvpvirl;20/01/2006
-17.34;uepkpzeielvv;01/08/2000
14.41;krivirv;18/10/2001
9.19;pkiielvpvirl;14/11/2003
12.60;uepkpzeielvv;01/02/2007
-6.11;uepkpzeielvv;30/10/2002
-14.46;zriiulizpvirl;04/04/2010
8.03;uepkpzeielvv;03/07/2002
1.57;uepkpzeielvv;14/03/2002
12.56;uepkpzeielvv;08/06/2005
-9.34;krivirv;12/01/2007
1.92;uepkpzeielvv;12/10/2008
2.69;krivirv;10/05/2003
-17.43;uepkpzeielvv;02/02/2001
-6.03;pkiielvpvirl;02/03/2011
-0.91;zriiulizpvirl;13/07/2002
8.10;krivirv;03/02/2007
7.90;vrpvpik;21/07/2003
